eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.01408E+11,2014,8,28,,0,,75,Germany,8,Western Europe,Berlin,Berlin,52.50153,13.401851,1,0,The incident occurred in the Treptow neighborhood,"08/28/2014: Assailants set fire to a power cable shaft of the subway system in Treptow neighborhood, Berlin city, Berlin state, Germany. There were no reported casualties in the attack. Left wing activists claimed responsibility for the incident and stated that the attack was carried out in order to draw attention to the treatment of illegal immigrants in Germany.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,19,Transportation,102,Subway,Deutsche Bahn,Power Cable Shaft,75,Germany,,,,,,,,,,,,,,,,,Left-wing extremists,,,,,,Left-Wing extremists claimed responsibility for the incident and stated that the attack was carried out in order to draw attention to the treatment of illegal immigrants in Germany.,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,4,Unknown,-99,A subway system was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Arson attack   interrupts Berlin public transport,"" The Associated Press, August 29, 2014.","""Arson attack interrupts Berlin public transport,"" Appeal-Democrat.com, August 29, 2014.",,START Primary Collection,-9,-9,0,-9,
2.01408E+11,2014,8,28,,0,,603,United Kingdom,8,Western Europe,England,Bristol,51.4695,-2.528389,1,0,The incident occurred in the Speedwell area of the city.,"08/28/2014: Assailants set fire to an Air Cadet Organization (ACO) Squadron 1860 minibus in Speedwell neighborhood, Bristol city, South West region, England, United Kingdom. There were no reported casualties in the attack. Random Anarchists claimed responsibility and stated that the incident was carried out in order to shed light on the ways in which ""militarism works its way into the fabric of daily life.""",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),Air Cadet Organization (ACO),Squadron 1860 Minibus,216,Great Britain,,,,,,,,,,,,,,,,,Random Anarchists,,,,,,"In a statement online, Random Anarchists claimed responsibility and stated that the attack was meant to shed light on the ways in which ""militarism works its way into the fabric of daily life."" The group also claimed that the incident was a protest of the ""powermongering disguised as benevolent international peacekeeping.""",0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A minibus and another vehicle were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Hunting Badger: police offer Â£10,000 reward after Bristol anarchist attacks,"" The Guardian, December 5, 2014.","""Anarchists torch distraught Bristol Air Cadets' minibus ahead of NATO summit,"" Bristol Post, September 4, 2014.","""Crime: Police give new minibus to arson victim,"" Bristol 24/7, September 11, 2014.",START Primary Collection,1,0,1,1,
2.01408E+11,2014,8,30,30/8/2014 0:00,0,,75,Germany,8,Western Europe,Lower Saxony,Oldenburg,53.14345,8.214552,1,0,,"08/30/2014: Assailants threw an incendiary device at a Turkish mosque in Oldenburg city, Lower Saxony state, Germany. There were no reported casualties; however, the mosque was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Haci Bayram Mosque,Mosque,75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A Molotov cocktail was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A mosque was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Two mosques attacked in Germany's Lower Saxony,"" World Bulletin, September 4, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01408E+11,2014,9,4,4/9/2014 0:00,0,,75,Germany,8,Western Europe,Schleswig-Holstein,Moelln,53.620091,10.689131,1,0,,"09/04/2014: Assailants attacked a Turkish mosque in Moelln town, Schleswig-Holstein state, Germany. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Unknown,Turkish Mosque,75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A Molotov cocktail was used in the attack.,0,0,0,0,0,0,-9,,,,It is unknown if a mosque was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Two mosques attacked in Germany's Lower Saxony,"" World Bulletin, September 4, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01408E+11,2014,8,31,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Killyleagh,54.400992,-5.669367,1,0,The incident occurred in Coily Hill Road area of the city.,"08/31/2014: Two explosive devices detonated in Coily Hill Road area, Killyleagh village, Down district, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""'Bomb blast' site found in Killeagh,"" UTV, September 1, 2014.","""Bomb experts probe blast sites,"" Yahoo! UK and Ireland, September 1, 2014.",,START Primary Collection,-9,-9,1,1,
2.01408E+11,2014,8,31,,0,,78,Greece,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,The incident occurred in the Exarchia neighborhood of the city.,"08/31/2014: Assailants threw incendiary devices at police personnel in Exarchia neighborhood, Athens city, Attica province, Greece. Two police officers were wounded in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Hellenic Police,Officers,78,Greece,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,6,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktails were used in the attack.,0,0,0,2,0,0,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Two policemen injured in Exarchia attack,"" Kathimerini, September 1, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01409E+11,2014,9,1,,0,,603,United Kingdom,8,Western Europe,England,Brighton,50.824634,-0.140331,1,0,The incident occurred on Tichborne street.,"09/01/2014: Assailants set fire to a Sussex Police car on Tichborne Street in Brighton town, South East region, England, United Kingdom. There were no reported casualties in the attack. Anarchists claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,23,Police Patrol (including vehicles and convoys),Sussex Police,Police Car,216,Great Britain,,,,,,,,,,,,,,,,,Anarchists,,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A police vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Police car torched in suspected twin Church Street arson attack,"" The Argus, September 2, 2014.","""Two attacks upon police targets (UK),"" 325, September 5, 2014.",,START Primary Collection,-9,-9,1,1,
2.01409E+11,2014,9,3,,0,,96,Ireland,8,Western Europe,Cavan,Cootehill,54.072503,-7.082354,1,0,,"09/03/2014: An explosive device was discovered and safely defused in Cootehill town, Cavan county, Ireland. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,96,Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,A pipe bomb (defused) was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""'Viable' device on Cavan estate made safe by Army,"" Irish Times, September 4, 2014.","""Viable explosive device made safe in Cavan,"" Breaking News.ie, September 3, 2014.",,START Primary Collection,-9,-9,0,-9,
2.01409E+11,2014,9,3,,0,,603,United Kingdom,8,Western Europe,England,Keynsham,51.415022,-2.502519,1,0,,"09/03/2014: An assailant set fire to two police vehicles at a police station in Keynsham town, South West region, England, United Kingdom. There were no reported casualties; however, the vehicles were damaged in the attack. The Informal Anarchist Federation claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,23,Police Patrol (including vehicles and convoys),Avon & Somerset Constabulary,Vehicles,216,Great Britain,,,,,,,,,,,,,,,,,Informal Anarchist Federation,,,,,,,0,,,0,-99,1,1,7,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Two police vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Anarchists are ""pathetic"" - editor's comment, September...,"" Bristol Post, September 4, 2014.","""Arrest after suspected arson attack at Keynsham police station, near Bristol,"" Bristol Post, September 3, 2014.","""Responsibility claim for the burning of police vehicles in Keynsham by 'Uncivil Disobedients / FAI' (UK),"" 325, September 6, 2014.",START Primary Collection,1,1,1,1,
2.01409E+11,2014,9,4,,0,,96,Ireland,8,Western Europe,Dublin,Ronanstown,53.33794,-6.405256,1,0,,"09/04/2014: An explosive device was discovered and safely defused at a civilian residence in Ronanstown area, Dublin county, Ireland. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Residence,96,Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Viable IED made safe in Dublin,"" RTE Online, September 4, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01409E+11,2014,9,6,,0,,130,Mexico,1,North America,Guanajuato,San Miguel de Allende,20.914491,-100.745191,1,0,,"09/06/2014: Assailants opened fire on Eden Molina Corral in San Miguel de Allende municipality, Guanajuato state, Mexico. Corral, the mayor of Guadalupe y Calvo, was not harmed in the attack, but his bodyguard and a municipal treasurer were wounded. No group claimed responsibility for the incident; however, sources identified the leader of the assailants at Jaime David Zuniga, a former police officer.",1,1,1,0,,,0,0,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Guadalupe y Calvo,Mayor: Eden Molina Corral,130,Mexico,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,1,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Mexico: Gunmen Attempt to Kill Mayor of Guadelupe y Calvo, Chihuahua,"" el mexicano Online, September 6, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01409E+11,2014,9,6,,0,,603,United Kingdom,8,Western Europe,England,Manchester,53.499558,-2.184666,1,0,The incident occurred in the Newton Heath area of the city.,"09/06/2014: Assailants set fire to a minibus belonging to the Islamic Center outside the building in Newtown Heath area, Manchester city, North West region, England, United Kingdom. There were no reported casualties; however, the minibus was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87,Affiliated Institution,Manchester Islamic Centre,Minibus,216,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,2,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,11,Sabotage Equipment,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A minibus was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Arsonists torch bus at Muslim centre,"" BBC, September 6, 2014.","""Man, 34, arrested over arson attack on minibus at Manchester mosque,"" Manchester Evening News, September 7, 2014.","""CCTV cameras stolen just hours before arsonists target Islamic Centre in Newton Heath,"" Manchester Evening News, September 6, 2014.",START Primary Collection,-9,-9,1,1,
2.01409E+11,2014,9,11,,0,,217,United States,1,North America,Missouri,Kansas City,39.176086,-94.574127,1,0,,"09/11/2014: An assailant threw two Molotov cocktails at the office of United States Congressman, Emanuel Cleaver, in Kansas City, Missouri, United States. There were no reports of casualties or property damage in the attack. Police arrested Eric King, whom they describe as an anarchist, in connection with the attack. When arrested, King was found in possession of a letter confessing to the crime, stating that the attack in retaliation to deaths throughout the Middle East and Chile as well as events in Ferguson, Missouri.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,United States House of Representatives,Office of Representative: Emanuel Cleaver,217,United States,,,,,,,,,,,,,,,,,Anarchists,,,,,,"An individual, identified as Eric King, claimed responsibility for the incident and stated that he carried out the attack in retaliation to deaths throughout the Middle East and Chile as well as events in Ferguson, Missouri.",0,,,1,1,1,1,1,Letter,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktails were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office window was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Man charged in attempted firebombing of US Rep. Emanuel Cleaver's office in Kansas City,"" Minneapolis Star Tribune, September 17, 2014.","""FBI probes attempted firebombing of US Rep. Emanuel Cleaver's office in Kansas City,"" FOXNews.com, September 11, 2014.","""FBI, Police Investigate Molotov Cocktails at Congressman's Office,"" ABC News, September 11, 2014.",START Primary Collection,-9,-9,0,-9,
2.01409E+11,2014,9,12,,0,,217,United States,1,North America,Pennsylvania,Blooming Grove,41.370121,-75.154073,1,0,,"09/12/2014: An assailant opened fire at state troopers at the barracks in Blooming Grove, Pennsylvania, United States. One trooper was killed and another was wounded in the attack. A lone individual, Eric Frein, claimed responsibility for the incident. In a letter he wrote to his parents, Frein indicated that he was looking to spark a revolution against the government.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,22,"Police Building (headquarters, station, school)",Pennsylvania State Police (PSP),Blooming Grove Barracks,217,United States,,,,,,,,,,,,,,,,,Anti-Government extremists,,,,,,"An individual, identified as Eric Frein, claimed responsibility for the incident and stated that he carried out the attack with the intention of bringing about a ""revolution"" in the United States.",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,A Kalashnikov-style rifle was used in the attack.,1,1,0,1,1,0,0,,,,,0,,,,,,,,,,,,,,,,"The assailant escaped after the incident and was only captured following a large investigation on October 30, 2014.","""Suspected Pennsylvania cop killer charged with terrorism,"" CNN.com, November 14, 2014.","""Pennsylvania governor vows to bring gunman who ambushed troopers to justice,"" Reuters, September 15, 2014.","""US state trooper dead, one wounded in   ambush,"" Agence France Presse -- English, September 13, 2014.",START Primary Collection,-9,-9,0,-9,
2.01409E+11,2014,9,14,,0,,69,France,8,Western Europe,Corsica,Cargese,42.136309,8.595773,1,0,,"09/14/2014: An explosive device detonated at a nightclub in Cargese area, Corse-du-Sud department, Corsica region, France. No casualties were reported, but the club was damaged. No group claimed responsibility for the incident; however, sources suspected the involvement of Corsican nationalists.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,11,Entertainment/Cultural/Stadium/Casino,Club Mediterranee,Nightclub,238,Corsica,,,,,,,,,,,,,,,,,Corsican Nationalists,,,,,,,1,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A nightclub was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Blast at Corsican Club Med 'linked to separatists',"" France24, September 15, 2014.","""A Club Med village affected by an attack in Corsica,"" Europe 1 radio website, Paris, September 14, 2014.",,START Primary Collection,0,0,0,0,
2.01409E+11,2014,9,15,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballymagroarty,55.011562,-7.312045,1,0,,"09/15/2014: Assailants opened fire on a civilian in Ballymagroarty area, Londonderry district, Northern Ireland, United Kingdom. The civilian was wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to dissident republicans.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,233,Northern Ireland,,,,,,,,,,,,,,,,,Dissident Republicans,,,,,,,0,,,0,2,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""VIDEO: 'Barbaric' attack on youth condemned,"" BBC, September 16, 2014.","""“His future has probably changed forever” – 17-year-old shot in both legs in Derry,"" TheJournal.ie, September 16, 2014.",,START Primary Collection,0,0,1,1,
2.01409E+11,2014,9,16,,0,,21,Belgium,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,The incident occurred in the Anderlecht neighborhood of the city.,"09/16/2014: Assailants set a synagogue on fire in Anderlecht neighborhood, Brussels city, Brussels region, Belgium. Three people were injured in the attack. No group claimed responsibility for the incident.",0,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Unknown,Synagogue,21,Belgium,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,3,0,0,1,3,Minor (likely < $1 million),-99,A synagogue was damaged in this attack.,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria, given that sources suspected that the attack may not have been politically motivated.","""Belgium Synagogue Hit by Suspected Arson Attack,"" AFP (North European Service), September 16, 2014.","""Belgian gov't condemns attack against synagogue,"" MENAFN, September 17, 2014.","""Belgian synagogue fire leads to arson investigation,"" Reuters UK, September 16, 2014.",START Primary Collection,-9,-9,0,-9,
2.01409E+11,2014,9,19,,0,,96,Ireland,8,Western Europe,Wicklow,Bray,53.202977,-6.110797,1,0,The incident occurred in the Old Court area of the city.,"09/19/2014: An explosive device was discovered near a private residence and defused in Old Court neighborhood, Bray city, Wicklow county, Ireland. No group claimed responsibility for the attack.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Residence,96,Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Army Bomb Disposal Team tackles improvised explosive device,"" Sunday World Ireland, September 20, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01409E+11,2014,9,19,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Strabane,54.819164,-7.467909,1,0,,"09/19/2014: Assailants threw an incendiary device at a truck in Strabane city, Strabane district, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Truck,233,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A lorry and trailer were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Lorry damaged in petrol bomb attack,"" BBC, September 19, 2014.",,,START Primary Collection,-9,-9,1,1,
2.01409E+11,2014,9,21,,0,,44,China,4,East Asia,Xinjiang,Luntai district,41.776387,84.250957,3,0,,"09/21/2014: An explosive device detonated near a Chinese Police Station in Luntai district, Xinjiang region, China. This was one of four bombings in Luntai on the same day. At least 50 people, including 40 assailants, were killed and 54 others were injured across all four attacks. No group claimed responsibility; however, sources attributed the attacks to Mamat Tursun, a Uighur separatist.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Chinese Police,Police Station,44,China,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,44,China,,,,,,,,,Uighur Separatists,,,,,,"The specific motive is unknown; however, sources suspected that the incident may have been a result of the Chinese government's repression of the Uighur community and discrimination by the Han Chinese.",0,,,0,40,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,13,0,10,14,0,,1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201409210037, 201409210038, 201409210039, and 201409210040. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Explosions Kill at Least 2 in Restive Region of China,"" New York Times, September 22, 2014.","""Pakistan: Xinjiang unrest: China raises death toll to 50,"" Right Vision News, September 30, 2014.","""China Says 50 Dead in Violence in Xinjiang,"" VOA News, September 26, 2014.",START Primary Collection,0,0,0,0,"201409210037, 201409210038, 201409210039, 201409210040"
2.01409E+11,2014,9,21,,0,,44,China,4,East Asia,Xinjiang,Luntai district,41.776387,84.250957,3,0,,"09/21/2014: An explosive device detonated near a Chinese Police Station in Luntai district, Xinjiang region, China. This was one of four bombings in Luntai on the same day. At least 50 people, including 40 assailants, were killed and 54 others were injured across all four attacks. No group claimed responsibility; however, sources attributed the attacks to Mamat Tursun, a Uighur separatist.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Chinese Police,Police Station,44,China,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,44,China,,,,,,,,,Uighur Separatists,,,,,,"The specific motive is unknown; however, sources suspected that the incident may have been a result of the Chinese government's repression of the Uighur community and discrimination by the Han Chinese.",0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,13,0,10,14,0,,1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201409210037, 201409210038, 201409210039, and 201409210040. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Explosions Kill at Least 2 in Restive Region of China,"" New York Times, September 22, 2014.","""Pakistan: Xinjiang unrest: China raises death toll to 50,"" Right Vision News, September 30, 2014.","""China Says 50 Dead in Violence in Xinjiang,"" VOA News, September 26, 2014.",START Primary Collection,0,0,0,0,"201409210037, 201409210038, 201409210039, 201409210040"
2.01409E+11,2014,9,21,,0,,44,China,4,East Asia,Xinjiang,Luntai district,41.776387,84.250957,3,0,,"09/21/2014: An explosive device detonated near a market in Luntai district, Xinjiang region, China. This was one of four bombings in Luntai on the same day. At least 50 people, including 40 assailants, were killed and 54 others were injured across all four attacks. No group claimed responsibility; however, sources attributed the attacks to Mamat Tursun, a Uighur separatist.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,74,Marketplace/Plaza/Square,Unknown,Market,44,China,,,,,,,,,,,,,,,,,Uighur Separatists,,,,,,"The specific motive is unknown; however, sources suspected that the incident may have been a result of the Chinese government's repression of the Uighur community and discrimination by the Han Chinese.",0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,12,0,10,13,0,,1,3,Minor (likely < $1 million),-99,A shop was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201409210037, 201409210038, 201409210039, and 201409210040. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Explosions Kill at Least 2 in Restive Region of China,"" New York Times, September 22, 2014.","""Pakistan: Xinjiang unrest: China raises death toll to 50,"" Right Vision News, September 30, 2014.","""China Says 50 Dead in Violence in Xinjiang,"" VOA News, September 26, 2014.",START Primary Collection,0,0,0,0,"201409210037, 201409210038, 201409210039, 201409210040"
2.01409E+11,2014,9,21,,0,,44,China,4,East Asia,Xinjiang,Luntai district,41.776387,84.250957,3,0,,"09/21/2014: An explosive device detonated near a shop in Luntai district, Xinjiang region, China. This was one of four bombings in Luntai on the same day. At least 50 people, including 40 assailants, were killed and 54 others were injured across all four attacks. No group claimed responsibility; however, sources attributed the attacks to Mamat Tursun, a Uighur separatist.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,Unknown,Shop,44,China,,,,,,,,,,,,,,,,,Uighur Separatists,,,,,,"The specific motive is unknown; however, sources suspected that the incident may have been a result of the Chinese government's repression of the Uighur community and discrimination by the Han Chinese.",0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,12,0,10,13,0,,1,3,Minor (likely < $1 million),-99,A shop was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201409210037, 201409210038, 201409210039, and 201409210040. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Explosions Kill at Least 2 in Restive Region of China,"" New York Times, September 22, 2014.","""Pakistan: Xinjiang unrest: China raises death toll to 50,"" Right Vision News, September 30, 2014.","""China Says 50 Dead in Violence in Xinjiang,"" VOA News, September 26, 2014.",START Primary Collection,0,0,0,0,"201409210037, 201409210038, 201409210039, 201409210040"
